Year ,track,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1960's,Un Amor Especial,Maria Dolores Pradera,0.554,0.0869,-17.425,0.0747,0.922,0.00845,0.194,0.281,108.049
1960's,By The Time I Get To Phoenix,Isaac Hayes,0.398,0.261,-13.547,0.0451,0.215,8.32e-05,0.13,0.069,146.594
1960's,I (Who Have Nothing),Ben E. King,0.446,0.262,-12.076,0.0629,0.48,9.72e-06,0.127,0.155,152.07
1960's,"La Bohème (1991 Digital Remaster), Act I: Sì. Mi chiamano Mimì (Mimì/Rodolfo)",Giacomo Puccini,0.211,0.0633,-18.91,0.058,0.986,8.55e-06,0.129,0.0448,180.545
1960's,Spaghetti a Detroit - Vocal,Fred Bongusto,0.732,0.383,-13.789,0.0528,0.769,6.06e-06,0.0668,0.809,110.512
1960's,Living For You,Sonny & Cher,0.438,0.591,-8.907,0.0421,0.606,0,0.0787,0.657,128.541
1960's,I've Got To Do A Little Bit Better,Joe Tex,0.48,0.381,-9.936,0.0372,0.458,0,0.187,0.459,124.029
1960's,Walk Right In,The Rooftop Singers,0.681,0.66,-10.426,0.0319,0.791,0.0364,0.0669,0.965,130.019
1960's,Do You Know The Way To San José,Dionne Warwick,0.73,0.511,-12.131,0.0527,0.646,3.12e-05,0.0993,0.873,80.016
1960's,"Take Some Risks, Mr. Flint?",Jerry Goldsmith,0.447,0.285,-17.37,0.0375,0.698,5.73e-05,0.0763,0.352,78.482
1960's,On Broadway,The Drifters,0.738,0.356,-14.788,0.0341,0.548,0,0.248,0.862,108.577
1960's,Deixa Pra Lá,Adriana,0.628,0.594,-4.779,0.04,0.743,0.18,0.16,0.759,130.705
1960's,Engine Engine #9,Roger Miller,0.721,0.411,-15.319,0.0455,0.373,2.98e-05,0.175,0.688,134.393
1960's,Ciúme (Jalousie),Nelson Gonçalves,0.349,0.239,-11.413,0.0306,0.891,0.00066,0.12,0.308,113.807
1960's,Me Acuerdo De Ti,Tito Puente,0.477,0.591,-5.768,0.0277,0.589,6.57e-05,0.364,0.674,101.546
1960's,First Warning #1,Jerry Goldsmith,0.562,0.0609,-22.956,0.0365,0.987,0.982,0.173,0.112,119.697
1960's,That's When I Cried,Jimmy Jones,0.48,0.505,-8.825,0.0518,0.588,0,0.8,0.798,141.077
1960's,Without Love (There Is Nothing),"Oscar Toney, Jr.",0.261,0.376,-7.275,0.0289,0.587,0.00382,0.157,0.336,150.789
1960's,Love Me Tonight,Tom Jones,0.499,0.759,-8.766,0.0464,0.173,0,0.477,0.791,105.431
1960's,"Piano Sonata No. 3 in C Major, Op. 2 No. 3: II. Adagio",Ludwig van Beethoven,0.521,0.0191,-32.331,0.0946,0.992,0.933,0.0944,0.255,133.328
1960's,The Daughters of the Horse Leech (excerpt),Stanley Kunitz,0.722,0.206,-28.184,0.893,0.679,0,0.709,0.764,77.176
1960's,"Donizetti: L'elisir d'amore, Act 2: ""Una furtiva lagrima"" (Nemorino)",Gaetano Donizetti,0.186,0.0784,-18.773,0.0429,0.989,0.00239,0.0978,0.114,166.721
1960's,"Luna, amore e no - Version 3",Piero Piccioni,0.27,0.464,-14.566,0.0377,0.437,0.0642,0.314,0.623,136.068
1960's,Blue Winter,Connie Francis,0.451,0.496,-6.941,0.0297,0.813,0,0.0929,0.511,101.934
1960's,I Can't Help It (If I'm Still In Love With You),Johnny Tillotson,0.316,0.309,-8.255,0.0258,0.729,0,0.188,0.417,91.013
1960's,My Jelly Roll Soul,Charles Mingus,0.593,0.205,-18.641,0.115,0.794,4.61e-05,0.132,0.577,61.579
1960's,Candy Man,Roy Orbison,0.564,0.503,-8.806,0.0365,0.244,6.51e-05,0.105,0.849,157.797
1960's,The Philly Freeze,Alvin Cash & The Registers,0.807,0.716,-4.938,0.0395,0.0925,0.155,0.0803,0.913,113.566
1960's,Poor Side Of Town,Johnny Rivers,0.423,0.467,-12.194,0.0317,0.722,2.38e-06,0.255,0.553,104.165
1960's,"Louie, Louie",The Sandpipers,0.3,0.27,-15.584,0.0307,0.786,0.0275,0.169,0.654,176.406
1960's,The Spokerman,Pucho & The Latin Soul Brothers,0.668,0.813,-8.747,0.0315,0.481,0.453,0.291,0.927,108.524
1960's,"Tzigane, M. 76 (Version for Violin & Orchestra)",Maurice Ravel,0.372,0.112,-19.78,0.06,0.94,0.532,0.0437,0.117,89.812
1960's,"Oh, What A Night",The Dells,0.363,0.321,-10.015,0.0297,0.924,0.00211,0.784,0.374,110.973
1960's,Lady Jane,The Rolling Stones,0.6,0.303,-16.408,0.0318,0.516,0.000123,0.0832,0.31,102.998
1960's,Night,Jackie Wilson,0.284,0.498,-5.534,0.0296,0.918,0.00097,0.361,0.327,99.075
1960's,The First Noel,Traditional,0.217,0.1,-15.682,0.032,0.979,0.812,0.0733,0.22,100.605
1960's,She's A Rainbow,The Rolling Stones,0.466,0.81,-7.669,0.0411,0.547,0.017,0.431,0.58,109.16
1960's,It's My Thing (You Can't Tell Me Who To Sock It To),Marva Whitney,0.774,0.517,-11.943,0.0584,0.208,0.00505,0.0754,0.852,107.901
1960's,Carol of the Bells - Instrumental,John Fahey,0.41,0.404,-15.962,0.0323,0.815,0.951,0.11,0.317,129.17
1960's,Congoja,Tito Rodriguez,0.317,0.418,-9.545,0.0326,0.767,0,0.185,0.538,102.267
1960's,La Muntanya Es Fa Vella - En Directe,Raimon,0.72,0.753,-6.885,0.138,0.801,0,0.752,0.53,72.648
1960's,Baby Toys,The Toys,0.751,0.468,-8.106,0.0391,0.462,5.23e-05,0.106,0.942,122.672
1960's,Wishful Sinful,The Doors,0.443,0.294,-14.801,0.0296,0.72,0.000149,0.0997,0.492,115.376
1960's,Piggyback Blues,Red Simpson,0.836,0.583,-8.279,0.0398,0.695,0,0.0665,0.88,123.6
1960's,Lazy Afternoon - Remastered 2004,Pete La Roca,0.265,0.138,-15.507,0.036,0.93,0.0932,0.0973,0.162,57.782
1960's,Au revoir,Gilbert Bécaud,0.472,0.464,-9.611,0.031,0.347,0,0.153,0.388,118.891
1960's,Son-In-Law,The Blossoms,0.816,0.457,-12.06,0.0453,0.551,0,0.0887,0.932,137.256
1960's,Veja Se Me Esquece,Leno e Lilian,0.769,0.803,-4.054,0.041,0.638,0.000669,0.255,0.919,131.34
1960's,A Love She Can Count On,The Miracles,0.326,0.502,-6.297,0.0413,0.811,0,0.647,0.848,74.5
1960's,Hermit's Bell Overture Written by Maillart,American Symphony Orchestra,0.51,0.24,-19.395,0.517,0.992,0.937,0.488,0.37,116.186
1960's,Canzone della Libertà - Off Vocal Version,Ennio Morricone,0.584,0.572,-13.008,0.0332,0.539,0.794,0.232,0.806,173.951
1960's,Papa's Got A Brand New Bag,Otis Redding,0.75,0.756,-10.419,0.0802,0.14,0.00096,0.36,0.96,131.46
1960's,Concha Querida,Irma Serrano,0.519,0.331,-9.541,0.0327,0.721,0,0.191,0.614,78.066
1960's,What's The Ugliest Part Of Your Body?,Frank Zappa,0.4,0.337,-11.868,0.0705,0.744,2.16e-05,0.283,0.673,182.945
1960's,Hey You! Little Boo-Ga-Loo,Chubby Checker,0.559,0.938,-6.355,0.117,0.51,0,0.665,0.886,182.416
1960's,Appalachian Spring: VIII. Coda. Moderato,Aaron Copland,0.15,0.0116,-30.681,0.0496,0.946,0.952,0.107,0.0386,105.51
1960's,Give Him A Great Big Kiss,The Shangri-Las,0.685,0.652,-9.697,0.228,0.539,0.000296,0.109,0.617,83.588
1960's,I Left My Heart In San Francisco,Tony Bennett,0.313,0.078,-17.583,0.0332,0.955,4.48e-06,0.169,0.125,128.065
1960's,I've Never Found A Girl (To Love Me Like You Do),Eddie Floyd,0.694,0.547,-9.901,0.0277,0.605,8.4e-05,0.337,0.894,101.658
1960's,Sobre la por - En Directe,Raimon,0.514,0.62,-8.868,0.502,0.75,0,0.784,0.612,62.19
1960's,"Rigoletto [Act I]: Scene 2 - Quel vecchio maledivami! (Rigloetto, Sparafucile)",Giuseppe Verdi,0.315,0.093,-22.523,0.0538,0.894,0.00311,0.107,0.132,91.996
1960's,Georgy Girl,The Seekers,0.515,0.496,-7.446,0.0324,0.265,0,0.182,0.651,153.582
1960's,Break It To Me Gently,Brenda Lee,0.539,0.26,-10.414,0.0268,0.588,0,0.134,0.492,92.032
1960's,Wipe Out,The Surfaris,0.336,0.636,-13.785,0.0374,0.385,0.909,0.414,0.521,152.423
1960's,Aayiram Iruvugal,P. Susheela,0.419,0.421,-6.95,0.0374,0.99,0.0587,0.382,0.859,106.559
1960's,Music to Relax By,David Lindup,0.276,0.283,-11.883,0.0304,0.973,0.86,0.154,0.148,67.7
1960's,What About Us,The Coasters,0.666,0.488,-15.711,0.0463,0.589,3.95e-05,0.0522,0.962,147.255
1960's,England Swings,Roger Miller,0.62,0.494,-11.215,0.0635,0.908,0,0.173,0.778,74.947
1960's,I Have A Boyfriend,The Chiffons,0.549,0.654,-4.304,0.0482,0.592,3.01e-05,0.462,0.584,67.143
1960's,To A Sleeping Beauty,Jimmy Dean,0.445,0.196,-17.688,0.208,0.862,0,0.11,0.387,176.668
1960's,Enthakkaalathilum,Jolly Abraham,0.775,0.518,-9.662,0.0383,0.302,1.41e-06,0.391,0.977,128.607
1960's,Gavião,Marinês E Sua Gente,0.506,0.621,-6.776,0.0331,0.391,0,0.539,0.964,80.089
1960's,Down a Country Lane,Aaron Copland,0.0828,0.1,-16.966,0.0435,0.989,0.872,0.106,0.0374,170.308
1960's,Amnesia Vivace,Frank Zappa,0.136,0.937,-6.837,0.0822,0.204,0.804,0.636,0.151,86.231
1960's,Brown Eyed Woman,Bill Medley,0.355,0.365,-10.874,0.0331,0.915,0,0.788,0.391,106.976
1960's,Facing The Wind,Nico,0.374,0.439,-16.867,0.0402,0.791,0.00839,0.169,0.0811,94.248
1960's,Llegando a Ti (Poco a Poco),Javier Solís,0.376,0.199,-14.1,0.0488,0.785,0,0.233,0.409,68.274
1960's,Twistin' Postman,The Marvelettes,0.679,0.862,-4.846,0.0454,0.266,0.00835,0.114,0.963,153.442
1960's,Making Love,The Tennors,0.741,0.512,-11.341,0.0492,0.213,0.00219,0.1,0.965,81.111
1960's,Plus fort que nous,Nicole Croisille,0.477,0.274,-12.238,0.0339,0.822,0.000573,0.0931,0.285,60.918
1960's,Danny Boy,Maynard Ferguson,0.296,0.145,-12.487,0.0357,0.955,0.842,0.105,0.197,127.617
1960's,Alligator Bogaloo,Lou Donaldson,0.739,0.479,-17.655,0.0478,0.465,0.0445,0.0633,0.785,128.067
1960's,Death Rides a Horse - Stereo Mix,Ennio Morricone,0.558,0.728,-8.458,0.0282,0.614,0.00152,0.0845,0.406,104.365
1960's,Serrana,Javier Solís,0.542,0.327,-11.943,0.0377,0.808,4.82e-06,0.211,0.703,120.419
1960's,Dónde Está el Corazón,Los Relampagos Del Norte,0.842,0.426,-7.735,0.0394,0.597,1.04e-06,0.0618,0.961,109.405
1960's,Perfidia,The Ventures,0.611,0.745,-11.885,0.034,0.546,0.268,0.23,0.934,152.438
1960's,"Don Giovanni, K. 527, Act II: ""Ah taci, ingiusto core!""",Wiener Philharmoniker,0.228,0.303,-14.43,0.0447,0.992,0.0011,0.67,0.228,91.263
1960's,Allemande,Toquinho,0.674,0.445,-11.283,0.0587,0.958,0.868,0.103,0.851,123.768
1960's,It's An Uphill Climb To The Bottom,Walter Jackson,0.44,0.445,-10.313,0.0285,0.705,1.27e-06,0.393,0.681,93.32
1960's,I Wonder What She's Doing Tonight,Barry & The Tamerlanes,0.612,0.581,-7.763,0.0259,0.266,0,0.103,0.859,107.667
1960's,"Ilamai Koluvirukkum, Pt. 2",P. Susheela,0.672,0.317,-8.761,0.0466,0.933,0.0196,0.239,0.924,134.169
1960's,Crown Of Creation,Jefferson Airplane,0.396,0.546,-10.234,0.0364,0.34,0.00744,0.162,0.503,135.148
1960's,Ups And Downs,Paul Revere & The Raiders,0.469,0.841,-6.06,0.0354,0.166,2.33e-05,0.106,0.95,133.446
1960's,"Girl, You'll Be A Woman Soon",Neil Diamond,0.515,0.641,-5.573,0.0272,0.567,0.0642,0.322,0.655,109.556
1960's,On A Clear Day You Can See Forever,Johnny Mathis,0.123,0.411,-11.99,0.0409,0.783,0,0.107,0.357,205.226
1960's,Hurt So Bad,The Lettermen,0.436,0.369,-15.899,0.0348,0.493,0,0.0565,0.499,102.055
1960's,O Morro (Feio Nao E Bonito),Nara Leão,0.489,0.578,-5.098,0.0292,0.307,0,0.104,0.473,84.246
1960's,Papa Satan,Francy Boland,0.546,0.666,-10.253,0.0848,0.523,0.438,0.164,0.537,105.037
1960's,Bits And Pieces,The Dave Clark Five,0.485,0.835,-8.871,0.101,0.0225,0.000114,0.0766,0.974,143.853
1960's,The Feminine Scene,Alan Hawkshaw,0.67,0.264,-16.47,0.111,0.689,0.0437,0.077,0.19,136.836
1960's,Go-Go Girl,Lee Dorsey,0.642,0.515,-7.986,0.0319,0.52,0,0.169,0.853,81.036
1960's,Tired Of Waiting For You,The Kinks,0.674,0.731,-8.116,0.0332,0.526,0,0.272,0.834,122.097
1960's,Heartbreak (It's Hurtin' Me),Little Willie John,0.512,0.449,-11.717,0.0625,0.703,0.0159,0.0877,0.646,125.096
1960's,L'anamour - Remasterisé en 2016,Françoise Hardy,0.521,0.647,-7.419,0.0269,0.529,0.00293,0.0898,0.799,97.494
1960's,It Tears Me Up,Percy Sledge,0.58,0.334,-11.141,0.0442,0.227,1.01e-06,0.101,0.457,70.66
1960's,Mowing,Lesley Frost,0.713,0.129,-18.941,0.91,0.882,0,0.145,0.449,130.458
1960's,I Need You Now,Ronnie Dove,0.338,0.373,-13.262,0.029,0.356,0.000315,0.337,0.347,104.507
1960's,Future Plans,Jerry Goldsmith,0.175,0.0319,-29.846,0.0479,0.98,0.906,0.0843,0.0378,123.15
1960's,End Title (1966 Album),Jerry Goldsmith,0.416,0.293,-12.759,0.0717,0.919,0.135,0.113,0.207,74.881
1960's,Take Care from The Caretakers,Elmer Bernstein,0.447,0.115,-18.343,0.032,0.898,0.977,0.117,0.272,116.935
1960's,River Man,Nick Drake,0.474,0.118,-20.098,0.0339,0.852,0.735,0.112,0.0921,114.52
1960's,Jealous Of You (Tango Della Gelosia),Connie Francis,0.457,0.481,-4.445,0.0297,0.726,8.03e-05,0.457,0.436,126.501
1960's,Stand By Me,Ben E. King,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,118.068
1960's,Le Streghe (Shake),Piero Piccioni,0.693,0.58,-6.944,0.0445,0.932,0.00364,0.178,0.327,132.495
1960's,Compay José,Beny Moré,0.47,0.542,-10.078,0.0994,0.818,0,0.0959,0.829,87.971
1960's,Pourquoi cet amour,Johnny Hallyday,0.54,0.574,-9.4,0.0305,0.773,0,0.116,0.698,108.628
1960's,Si Em Mor - En Directe,Raimon,0.426,0.288,-18.822,0.23,0.98,7.88e-06,0.703,0.653,116.283
1960's,Black Betty,Harry Belafonte,0.585,0.253,-10.664,0.0281,0.206,0,0.118,0.525,109.144
1960's,Rice Is Nice,The Lemon Pipers,0.502,0.528,-7.947,0.0328,0.129,0,0.0334,0.843,127.811
1960's,"Madama Butterfly (1986 - Remaster), Act I: Ed eccoci in famiglia (Pinkerton/Coro/Il Bonzo/Butterfly/Goro/Suzuki)",Giacomo Puccini,0.348,0.186,-16.19,0.048,0.961,5.27e-05,0.128,0.118,108.659
1960's,Korn Ring Finger,Captain Beefheart & His Magic Band,0.315,0.254,-17.879,0.0651,0.497,0.576,0.0859,0.297,168.541
1960's,Classical Gas,Mason Williams,0.474,0.722,-10.603,0.0348,0.843,0.902,0.103,0.713,155.516
1960's,(It Never Happens) In Real Life,Chuck Jackson,0.696,0.459,-8.464,0.0303,0.691,0.0331,0.138,0.849,119.069
1960's,Der Barbier von Sevilla: Overture,Gioachino Rossini,0.341,0.179,-19.246,0.048,0.93,0.76,0.103,0.263,90.092
1960's,Since You've Been Gone,Ramsey Lewis,0.632,0.664,-15.843,0.0306,0.247,0.0151,0.081,0.807,128.208
1960's,The Universal Soldier,Glen Campbell,0.352,0.724,-8.507,0.0402,0.124,0,0.22,0.931,204.181
1960's,Soul Deep,The Box Tops,0.749,0.53,-12.94,0.0326,0.195,3.53e-05,0.0748,0.966,121.395
1960's,It Hurts Me Too,Karen Dalton,0.429,0.0581,-22.046,0.0374,0.935,0.62,0.11,0.281,180.659
1960's,Little Games,The Yardbirds,0.623,0.68,-9.405,0.0512,0.0888,0,0.116,0.856,132.429
1960's,Hansel And Gretel,John Zacherle,0.723,0.458,-9.107,0.555,0.516,0,0.178,0.47,97.079
1960's,When You Dance,Jay & The Americans,0.518,0.768,-7.373,0.0493,0.586,4.47e-05,0.0811,0.761,133.927
1960's,Forget Domani,Connie Francis,0.571,0.451,-8.571,0.0329,0.78,0,0.401,0.769,74.24
1960's,Please Mr. Pearson,Johnny Pearson,0.602,0.219,-17.223,0.159,0.687,0.0609,0.0817,0.451,108.332
1960's,Flowers On The Wall,The Statler Brothers,0.784,0.451,-11.225,0.0723,0.792,4.09e-05,0.115,0.78,100.303
1960's,El Testamen de Amelia,Traditional,0.393,0.0277,-34.286,0.0437,0.958,0.822,0.0927,0.259,93.305
1960's,Nossa Canção / This Is My Song,Peter Thomas,0.509,0.403,-13.027,0.0262,0.0648,0.454,0.115,0.566,97.324
1960's,(You Can't Let The Boy Overpower) The Man In You,The Miracles,0.393,0.518,-8.026,0.0403,0.422,0,0.192,0.716,140.742
1960's,Nobody Knows You When You're Down And Out,Nina Simone,0.482,0.328,-12.076,0.0401,0.89,0,0.0827,0.436,116.687
1960's,Um Novo Amor,Jerry Adriani,0.686,0.733,-3.166,0.0365,0.833,0,0.113,0.78,129.617
1960's,"Tosca / Act 3: ""E lucevan le stelle""",Giacomo Puccini,0.172,0.102,-18.787,0.0402,0.991,0.0102,0.0959,0.0689,83.633
1960's,Why? (Am I Treated So Bad),Cannonball Adderley,0.53,0.552,-9.628,0.0254,0.502,0.436,0.772,0.738,95.632
1960's,Gloria,Tom Zé,0.526,0.48,-10.037,0.0624,0.372,0,0.565,0.755,137.896
1960's,Brown Shoes Don't Make It,Frank Zappa,0.37,0.656,-8.314,0.104,0.491,1.28e-06,0.512,0.334,113.138
1960's,You Doo Right,CAN,0.459,0.703,-9.752,0.0721,0.0298,0.147,0.142,0.38,168.347
1960's,Torture,Kris Jensen,0.446,0.434,-12.915,0.0323,0.784,0.119,0.11,0.534,124.468
1960's,(Sittin' On) The Dock Of The Bay,Sergio Mendes & Brasil '66,0.728,0.35,-14.001,0.0333,0.815,5.94e-06,0.0943,0.566,110.772
1960's,My Tani,The Brothers Four,0.444,0.0923,-16.985,0.0363,0.71,0,0.114,0.278,113.282
1960's,Fortunate Son,Creedence Clearwater Revival,0.64,0.663,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77
1960's,If I Had A Girl,Rod Lauren,0.396,0.355,-12.773,0.0439,0.726,0.000171,0.201,0.568,123.275
1960's,Voilà - Remasterisé en 2016,Françoise Hardy,0.124,0.506,-7.982,0.0336,0.239,0.0627,0.0653,0.261,201.164
1960's,"Our Man Flint: New York Skyline - From ""Our Man Flint""",Jerry Goldsmith,0.648,0.123,-18.02,0.0325,0.603,0.886,0.095,0.523,106.545
1960's,Two-Thirds Pleasure,The Lloyd McNeill Quartet,0.402,0.444,-14.319,0.0419,0.811,0.8,0.512,0.59,83.891
1960's,Help Me,Sonny Boy Williamson II,0.745,0.436,-9.617,0.043,0.597,0.0213,0.61,0.771,114.216
1960's,Body And Soul,Freddie Hubbard,0.414,0.0999,-17.483,0.0451,0.978,0.927,0.111,0.131,91.297
1960's,Baron Saturday,The Pretty Things,0.659,0.666,-12.526,0.0638,0.106,0.000513,0.219,0.484,88.411
1960's,Lodi,Creedence Clearwater Revival,0.773,0.675,-8.697,0.0281,0.324,0.000112,0.0896,0.925,126.866
1960's,Don't You Know,Della Reese,0.509,0.346,-14.648,0.0495,0.239,1.78e-06,0.129,0.655,125.109
1960's,World (Part 1),James Brown,0.531,0.781,-3.554,0.0313,0.537,0.000246,0.319,0.646,92.243
1960's,Take Good Care Of My Baby,Bobby Vinton,0.463,0.364,-14.813,0.0351,0.508,0,0.418,0.409,115.14
1960's,Myself When I Am Real,Charles Mingus,0.315,0.186,-17.208,0.0409,0.991,0.898,0.0778,0.0954,81.422
1960's,Color Him Father,The Winstons,0.531,0.674,-7.312,0.0383,0.53,9.46e-05,0.0368,0.869,115.087
1960's,Mare delle Baleari - Bossa,Benedetto Ghiglia,0.425,0.701,-10.146,0.0551,0.00746,0,0.0596,0.731,197.848
1960's,Too Busy Thinking About My Baby,Marvin Gaye,0.751,0.385,-11.716,0.0349,0.115,0,0.069,0.862,117.748
1960's,Yuri Rides to Yuriatin,Maurice Jarre,0.276,0.402,-13.702,0.0315,0.773,0.165,0.329,0.357,90.926
1960's,Time After Time,Chris Montez,0.57,0.891,-1.155,0.0352,0.539,4.41e-06,0.55,0.699,130.125
1960's,"Theme From ""A Summer Place""",The Lettermen,0.434,0.296,-15.614,0.0323,0.827,0,0.135,0.352,96.276
1960's,Truly Julie's Blues (I'll Be There),Bob Lind,0.563,0.564,-9.371,0.0278,0.0534,0,0.228,0.716,126.287
1960's,Le palais de nos chimères,Charles Aznavour,0.536,0.355,-11.734,0.027,0.845,0,0.186,0.693,99.075
1960's,"Rancho Das Namoradas - Trilha Sonora Do Filme ""Garota De Ipanema""",Quarteto Em Cy,0.634,0.331,-10.58,0.0355,0.777,2.65e-06,0.0992,0.627,83.832
1960's,To Each His Own,The Tymes,0.326,0.465,-9.431,0.0285,0.905,0,0.277,0.532,107.941
1960's,Six Days On The Road,Dave Dudley,0.703,0.549,-10.952,0.0493,0.708,5.57e-06,0.361,0.919,90.382
1960's,A Pot Of Tea,Jerry Goldsmith,0.202,0.0447,-27.076,0.0443,0.961,0.904,0.102,0.0564,135.673
1960's,Funeral Tango,Scott Walker,0.57,0.422,-13.392,0.118,0.813,0,0.865,0.643,115.499
1960's,Baby Workout,Jackie Wilson,0.556,0.867,-2.346,0.0554,0.445,0,0.598,0.896,143.04
1960's,Primo deserto - Jonathan Corbett - Remastered,Ennio Morricone,0.298,0.00391,-26.408,0.0331,0.97,0.696,0.103,0.097,94.897
1960's,Second Hand Rose,Barbra Streisand,0.511,0.386,-10.472,0.0376,0.878,0,0.147,0.644,70.411
1960's,How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars,0.611,0.645,-8.254,0.0634,0.724,0,0.715,0.748,125.156
1960's,Calcutta,Lawrence Welk And His Orchestra,0.46,0.675,-7.657,0.0279,0.825,0.91,0.23,0.954,81.817
1960's,Red And Blue,The Dave Clark Five,0.418,0.466,-10.204,0.0285,0.0785,0,0.14,0.426,98.237
1960's,Fortuneteller,Bobby Curtola,0.646,0.377,-16.895,0.0303,0.508,0,0.156,0.839,111.935
1960's,Just One Smile,Gene Pitney,0.419,0.456,-10.602,0.0285,0.5,0,0.643,0.458,82.911
1960's,Cousin Of Mine,Sam Cooke,0.575,0.627,-9.139,0.0489,0.516,2.22e-06,0.313,0.897,89.859
1960's,Limbo Rock,The Champs,0.734,0.556,-14.958,0.0312,0.0893,0.343,0.0593,0.95,94.91
1960's,Come On Do The Jerk,The Miracles,0.694,0.691,-5.604,0.075,0.737,0,0.335,0.805,91.213
1960's,Cindy's Birthday,Johnny Crawford,0.61,0.316,-12.6,0.0335,0.755,0.000218,0.121,0.708,110
1960's,20-75,Willie Mitchell,0.887,0.798,-6.218,0.0366,0.571,0.842,0.156,0.97,127.984
1960's,Today,The New Christy Minstrels,0.415,0.242,-15.81,0.028,0.904,0,0.096,0.364,98.759
1960's,If A Woman Answers (Hang Up The Phone),Leroy Van Dyke,0.637,0.493,-11.062,0.0342,0.748,0,0.265,0.908,137.269
1960's,No Fun - 2019 Remaster,The Stooges,0.586,0.772,-4.732,0.0292,0.00557,0.0346,0.137,0.727,122.531
1960's,La Comparsa,Ernesto Lecuona,0.326,0.358,-14.678,0.0423,0.737,0.482,0.121,0.499,97.425
1960's,Mellage Nadeyole,P. Susheela,0.503,0.319,-11.456,0.05,0.993,0.878,0.236,0.764,153.534
1960's,Johnny Will,Pat Boone,0.492,0.566,-7.131,0.0737,0.857,0,0.0936,0.954,186.603
1960's,From A Window,Chad & Jeremy,0.769,0.443,-14.173,0.0514,0.657,0,0.0909,0.896,124.689
1960's,Lonnie's Lament,John Coltrane Quartet,0.502,0.228,-15.801,0.037,0.883,0.113,0.141,0.189,107.823
1960's,Love Walked In,Dinah Washington,0.575,0.436,-9.225,0.0318,0.761,0.00354,0.0442,0.833,96.885
1960's,You're Nobody Till Somebody Loves You,Dean Martin,0.464,0.478,-11.331,0.037,0.811,0,0.667,0.409,109.055
1960's,Rockin' Robin,The Rivieras,0.548,0.901,-8.097,0.0352,0.0784,0,0.0472,0.98,92.098
1960's,Wade In The Water,Herb Alpert & The Tijuana Brass,0.581,0.408,-12.599,0.038,0.836,0.938,0.105,0.714,145.713
1960's,I Love You,Otis Leavill,0.498,0.41,-10.868,0.0329,0.141,0.00032,0.498,0.669,100.58
1960's,Honky Tonk Women,The Rolling Stones,0.562,0.779,-6.705,0.0592,0.363,0.0292,0.066,0.967,119.602
1960's,Backlash,Freddie Hubbard,0.611,0.429,-14.928,0.0461,0.254,0.376,0.287,0.681,140.406
1960's,El Cigarrito,Victor Jara,0.427,0.113,-14.354,0.0391,0.99,0.0112,0.107,0.66,84.775
1960's,Laurie Lee: The Abandoned Shade / Day of These Days,Laurie Lee,0.611,0.0653,-21.278,0.878,0.461,0,0.434,0.449,74.232
1960's,Gospel Time,Elmer Bernstein,0.271,0.615,-15.513,0.0347,0.000169,0.354,0.144,0.822,69.303
1960's,Ave-Maria - Remastered 2006,Caetano Veloso,0.47,0.307,-12.162,0.0369,0.732,0.000157,0.5,0.565,141.848
1960's,You Baby,The Turtles,0.547,0.766,-5.706,0.0775,0.0431,0.144,0.184,0.886,135.263
1960's,So Long Baby,Del Shannon,0.549,0.918,-3.82,0.0731,0.0604,4.09e-06,0.328,0.926,119.446
1960's,Pra Cha-Cha,Marinês E Sua Gente,0.378,0.879,-6.761,0.0878,0.306,0,0.177,0.924,180.938
1960's,Nao Identificado,Gal Costa,0.325,0.394,-12.503,0.0309,0.346,0.000143,0.423,0.408,90.266
1960's,'Round Midnight,Gerald Wilson Orchestra,0.503,0.227,-16.926,0.0314,0.844,0.665,0.103,0.208,109.1
1960's,Yummy Yummy Yummy,Ohio Express,0.7,0.718,-6.967,0.0296,0.592,0.0022,0.0999,0.967,131.48
1960's,Disset Anys - En Directe,Raimon,0.424,0.29,-16.291,0.119,0.924,0.000195,0.679,0.18,91.18
1960's,I've Been Loving You Too Long,Ike & Tina Turner,0.477,0.335,-12.754,0.0716,0.367,2.13e-05,0.0958,0.252,127.269
1960's,You Must Have Been A Beautiful Baby,Bobby Darin,0.707,0.549,-15.712,0.0356,0.763,5.88e-05,0.121,0.974,134.563
1960's,Sugar Shack,Jimmy Gilmer And The Fireballs,0.856,0.755,-8.55,0.183,0.221,0.000279,0.104,0.805,132.382
